HBNET,HBNNT,HDNET,HDNEU,HDNNT,HDNNU,HENET,HENEU,HENNT,HENNU,HMNET,HMNEU,HMNNT,HMNNU,HSNET,HSNNT,HBSET,HBSNT,HDSET,HDSEU,HDSNT,HDSNU,HESET,HESEU,HESNT,HESNU,HMSET,HMSEU,HMSNT,HMSNU,HSSET,HSSNT,HBCET,HBCNT,HDCET,HDCEU,HDCNT,HDCNU,HECET,HECEU,HECNT,HECNU,HMCET,HMCEU,HMCNT,HMCNU,HSCET,HSCNT,HBBET,HBBNT,HDBET,HDBEU,HDBNT,HDBNU,HEBET,HEBEU,HEBNT,HEBNU,HMBET,HMBEU,HMBNT,HMBNU,HSBET,HSBNT
8.9590052423,7.1606551575,5.3476562301,11.1864651408,1.5741218154,6.3382054662,27.9012525395,12.6831037167,-0.3669612227,5.0238853282,12.237212892,21.1942977232,8.4511468738,12.7602579445,26.2203209608,34.7207604673,48.923931318,59.0268227441,8.553341065,13.4613445082,19.0792298061,22.9439108118,35.4732829777,63.9864126701,9.7391317826,35.8748657958,45.4524467279,29.5565516348,29.4173264407,35.8825711455,40.9877004313,24.0024560253,18.4487694231,9.1222765603,16.3345288886,6.0415383138,8.9903958792,3.9512888959,23.8182627274,25.4569802231,0.4704704581,17.099371546,34.515385294,46.1217684944,23.8362897624,18.3486982675,14.9172402599,5.4410301069,29.7048357198,12.6250496278,14.1954827862,3.2222423745,2.0181579692,13.6497674686,28.9545377986,8.8303939384,19.5669366371,17.5718780176,32.0657433864,36.9916300294,17.1443441266,24.1270241083,66.466759481,15.0363877682
5.2148749706,3.9091782234,7.3617724015,9.8030619584,8.9784799011,8.9860220994,13.8768821243,28.9257080617,16.58811496,12.9384919083,22.6703981239,19.179406797,17.5245953837,11.5092292787,10.8193804702,9.7454358224,40.4352756635,38.3947317518,26.1884360131,23.2711623839,14.7774713603,14.2025966982,38.9572902852,36.4498612953,22.471362609,19.2742133664,74.9108368494,80.0587456353,27.2135429281,35.4408926286,19.1125250995,31.9845091109,15.8499457737,7.9106260888,2.8063812588,7.564109424,6.6970543898,1.5097688714,30.384660071,6.8704544261,17.6805161973,3.2133696161,23.8082617372,40.3692846985,12.3417485569,20.5772118897,16.0147966738,21.1537735932,21.4215734059,30.060345829,7.0241116638,7.7209183941,17.5902441474,18.2292488437,17.2394337089,15.4952399436,9.1597244625,7.2735283528,52.750719719,31.9037750959,15.8653606946,17.8599835717,54.9405357525,17.4212572524
8.2963802353,8.2157536729,9.4468541002,9.2466473106,8.8418839579,12.0128862475,14.7098631689,-1.9217363205,8.5977892049,15.3218790451,10.6277465298,15.2711816591,5.3312700558,30.264052099,6.2874838814,7.2556689255,38.9670430011,20.0281929693,42.9626525777,20.3332334941,32.6750493343,31.2351145954,41.4685919956,74.7834867498,50.3780057481,21.8112433946,30.7285629176,29.345692004,36.0367172905,31.7354347832,25.1591192191,47.1382012245,5.0837177304,8.3077003639,5.4430642148,23.1108993372,16.5858621984,8.0506802753,5.3375478979,28.7719340156,12.1273837808,8.90028401,31.1167466793,13.2637890457,0.9554498722,15.7487015485,2.2288443762,37.1991679692,27.5848629239,10.3704658006,-5.1170383742,13.7228459747,15.5611959237,7.0404334638,17.216600065,26.2756884957,17.1009175927,9.4155003824,37.4638690618,35.568960735,28.0938775188,18.7464780542,73.8344617208,26.9773159004
3.3638782721,23.4256126093,15.9644070592,-2.2103313922,7.2642686187,-4.5217162816,48.4035307105,7.5485863848,0.8050474522,30.1202476692,19.9315039218,9.7528173517,23.4147518882,-1.8757397225,7.4963646983,20.0387729497,41.7986430049,40.5284001248,17.6058961506,21.4795920903,23.649884458,14.0970750467,20.8284599614,28.2368797538,49.2360710444,35.7951981799,57.8535347779,24.0534277383,22.926527412,20.6361545256,25.7646257598,54.7830162193,18.7648505186,18.0793171074,-0.1729998902,12.4942594677,5.4826841052,14.4517233684,12.4692959263,11.6223563036,10.234971099,19.8027001956,4.6003558608,23.0434233323,21.0807830423,13.1184510234,10.0121271361,27.103546564,31.6135536017,26.0199235163,8.5951593878,11.236221376,14.6077597199,26.7129183074,5.6205828831,23.6487745918,22.1279569181,7.8939422266,40.4125026036,55.4601973529,20.9605489987,3.269798829,31.0092538871,21.1854417136
9.591748884,9.5425736142,8.0793705306,3.7713225083,6.5477471627,3.5686089971,6.0791344391,16.7824333619,7.2550217894,21.0690984385,30.5413982961,16.7234497947,28.7620685806,16.7126899542,26.7206475468,16.7358317031,16.5334796063,18.9849938388,15.7536186189,14.9294332741,-2.6645099427,22.0065264445,37.6752349004,24.0295932247,18.6780572276,68.9085022839,50.178680448,3.0652031874,20.2811013351,4.8824803061,28.2152233559,31.0655789738,10.4740062095,5.9815541783,-0.4492310175,15.9507175401,3.1964722713,11.2849909252,16.7842563938,20.4072139878,20.1491817454,8.9331663418,31.1397987932,3.4077436927,23.3574075918,18.1599074843,13.2352317152,13.7752326009,22.7914461411,21.1180161578,0.1254346756,14.3548272332,13.7583900596,1.86474929,25.3008248541,44.0074861323,11.5374743346,27.5634181668,45.4804686192,18.4963725959,34.3393507927,26.8249566463,14.9406688159,49.1387332096
6.9865757872,14.886614196,5.7590026456,3.3972515679,18.1900830647,7.3496680116,16.7285177888,11.6766633693,-0.0714079986,8.6752943033,15.9281424877,0.8095000202,20.768409362,19.5335295226,16.0928512529,11.9753561394,40.7659892747,20.9797794968,-2.2977437528,41.4747893163,23.0396974462,25.2580124838,32.5491432776,36.8203509599,19.6030810912,31.4960622114,55.1565714976,30.7677044719,26.2294903733,31.3789467043,46.1644504194,6.7926839408,31.0562841539,13.4492089504,3.1667843364,10.321572856,9.1458018899,12.9798346862,15.5899740683,27.0633835218,9.9593306245,5.4211888251,6.458286408,27.6981119657,18.0240666214,10.7535388345,16.3418756648,15.6826121149,24.3406709217,25.9886122647,24.8839486672,8.5917539225,0.8045743228,10.1506721118,22.0891713401,15.3637143809,15.9640206555,18.0686530386,21.3524902225,52.571563889,25.8876408488,38.9255782723,27.3488467252,17.4896102926
6.433543313,16.565437861,22.3915799875,14.8144295214,6.2777449969,9.5612513107,17.7197776257,20.7117508292,-0.9186221763,10.3955342421,21.1341822835,19.54081336,22.6426314248,19.0116054861,20.0565768209,9.4058293102,31.721129866,29.5486887873,26.8382066981,24.6274305041,54.7808048325,12.5722076151,39.3595004905,39.5800105406,40.9991357274,12.96197256,34.2452480462,38.0063410307,36.523029151,40.2130454622,25.6230998442,15.2777673882,19.8737096503,14.1777215157,14.7277170556,9.2467512813,11.6515217686,10.4146028264,12.0980048831,15.5756065475,10.1423069914,25.7305146427,23.3811979041,17.870261513,25.2600753459,7.6441533199,32.3519635088,33.3688928477,69.8147884657,20.0201499254,18.143526211,15.008063992,8.2549027128,15.6550724971,22.2499731516,22.3552565819,18.5868477605,18.28611464,14.9076097935,53.0648883399,10.0841504252,22.2976883936,32.2882541233,19.4861400204
24.4195963703,14.1795948553,3.4911199685,6.0391717997,8.067505549,-0.9171355985,12.2136021308,20.1968384502,12.6604935808,2.7042626247,3.7154578026,27.3135738206,11.2127933878,12.2825546287,33.8187569336,24.2293108199,24.7289697189,28.752641385,52.3394209738,23.6482905629,32.0675204899,16.8985815976,41.7401963094,30.7142936211,45.7300358453,32.165089417,37.2869089384,35.879960795,31.4599461112,12.0735516057,40.6756982348,16.2013254587,8.235203425,6.0243620907,12.3635276152,14.671500204,12.4906686654,12.3423729231,20.2062832677,13.5432844525,11.8342325151,6.2438573957,16.9281879545,24.9359090796,3.7979666099,14.4975830103,22.0028059546,19.2909002018,25.8830846207,5.3411138731,6.6304098764,17.3561805612,9.8055853622,17.1612326037,39.2167510428,24.291309454,10.3671281036,14.3568761735,21.4087430923,34.5170032032,17.6493653738,21.1437303263,16.1966047125,6.6731788111
8.8672249776,6.2113117044,20.0467491415,14.9338665155,9.4471582313,1.1889229606,17.4814078104,12.4055726377,13.1110432586,5.8057824332,21.6044633456,20.5898507796,14.348182063,-4.8274125861,14.9535422409,15.0888984042,50.9090410752,12.0452613807,28.9803455455,23.1886289288,29.4861867841,24.5284949326,29.885222753,37.0010112624,29.9443977522,83.1679989653,28.4290543991,47.8258583274,49.8091258809,25.4764117199,32.2638027585,-0.4191622727,38.7457802589,5.5080864963,9.791709642,10.5058963145,11.9377984721,29.8410365965,35.5389213881,9.5774825839,8.0637256671,18.0089103649,25.0872256666,26.0588307467,17.9836271339,18.3011327588,26.0553537026,20.1252702214,9.8183213382,61.5847691843,8.2477863108,16.595681688,16.7963633856,14.8408939844,39.4434825026,20.4197228819,21.8977623976,12.5713638465,47.9912427827,74.4902832759,56.3928923007,24.3280451805,35.3279444876,29.4640500014
17.9670340964,11.2961968223,22.4798300464,12.6544811757,8.3554390808,3.6092558563,13.4120083229,17.5599844477,19.9310724743,14.1198960714,11.6859964736,7.2776453008,7.0972552131,12.1314008185,8.237537925,25.5128068651,28.7303820431,9.4559536348,26.2942138168,22.9154737803,26.8757287121,25.7686383548,27.15238702,30.019566741,18.4959335278,33.5414525511,23.5771033381,37.2403251595,19.0875922359,45.2941580582,8.5684086605,59.9199237717,12.9691170741,21.8606245414,8.7076229904,4.664635866,17.2347394471,10.6728316499,23.0665168296,17.8639741277,8.3157444219,10.9883826228,30.382279479,13.6044369108,9.5040056272,18.305613021,14.3043403931,24.8592862781,29.4400698751,25.7166598439,20.3014610146,13.9999496318,6.7309498407,13.0170753354,8.3052793261,11.0764125718,7.0387687537,10.2944810117,37.8457942734,21.2126707204,20.6038032375,27.2922529543,9.6952567585,31.469441983
8.068548459,10.2313962467,3.6323089746,-0.3456375521,5.5353538031,4.2070325729,12.1986438376,39.5419921872,4.938727075,19.7172745993,73.9383474116,16.6489005578,3.2363355032,22.7635349277,4.4707343126,4.1837606916,21.2402282744,80.4088871146,48.9220649752,27.2235417058,26.201324607,32.7795721055,34.4465572493,34.0534303395,25.6347106538,29.3590075114,27.8960448635,26.246221599,31.8464606314,15.1832016415,79.9752511523,20.7013614599,21.2642983791,9.5399703169,9.3737907006,6.7023708424,6.0970156775,16.2135420559,5.436322111,3.0403357009,14.3654829312,26.9490046391,21.9946743205,6.9721503845,7.3480089499,12.5574769846,7.5158826737,17.8099275484,11.3662547997,24.1422666269,11.7677372258,7.2799161602,14.7400411786,15.5411712019,22.7397070514,57.080082721,-0.9448120285,32.3960640674,70.0772551492,20.8819247145,25.3979756173,37.2013806771,16.2968347426,15.0493076788
16.4890797117,17.9264831394,20.6338686512,18.2012123554,12.9913629324,10.7793668256,30.7855083499,16.8689631492,2.7814516542,1.0621472026,25.1440092999,39.9016130317,-3.9184694614,12.8451046837,18.2254746,14.9125544187,44.307071792,18.0679131276,13.0799185303,12.3696942357,29.575274721,45.4153435881,64.7509662137,56.9083562022,7.9714842454,53.7520751569,37.8944613139,30.0483570696,37.1607004323,48.5867194023,11.8120698853,31.5314285479,17.0868672396,19.68579133,-0.1148814667,5.3043748598,3.9622510445,-1.1466322039,4.7667426338,19.8134781528,11.947456966,13.7823845094,27.5201012974,47.8769631305,20.7147718487,26.8442160738,39.7587632895,10.879380872,33.4742246021,13.0090804519,25.9008010248,9.7251338414,7.076104652,6.1820158319,41.323156428,36.7689337541,23.035961648,8.9172040837,47.5469526974,56.1380710556,24.1307792762,27.2727363404,12.8643675799,13.3013345915
10.644717235,3.7102450669,3.3942252747,11.6128754854,1.8153188691,6.3552899749,3.4551097203,23.3838853544,3.1714886082,14.1899099836,31.7341519989,30.4938647347,28.2712601962,22.2829507623,17.882592182,10.5446748173,3.2478777296,24.5335710424,13.3383194558,28.5731394855,27.6566577293,39.3896141796,39.233526892,37.3157387233,33.580718385,17.1302579077,53.2168801466,49.9326649765,51.9807952523,25.0800202451,19.3522500066,59.7362017198,23.8035965925,11.7193217394,4.7915706466,12.1983221133,-0.4330954658,5.2119003812,12.2773894463,26.6153139119,4.8143137443,17.0545665401,28.8458644668,32.1810260793,20.1168388865,12.5719420749,26.5398923076,16.7134259971,8.0115483983,12.1847833301,17.9758275769,11.7430067571,12.3374463765,19.9519436518,15.4961319817,35.88781026,5.2190529336,18.4761761789,36.2436792728,36.3982310429,29.4689585826,41.8857669686,37.0704090929,25.8498775386
15.365552591,27.5646998763,8.7472288925,3.6459465051,9.1791339158,4.8156226788,22.082998232,14.3510960171,4.8546937318,5.1011253302,14.3009612538,31.6499552034,16.7098787956,33.01725783,16.4555144826,24.5442811538,22.9525003288,17.7752840125,5.2326084841,20.4697405175,6.9865887843,11.7715210225,73.2018778017,35.2393953155,45.4822711515,37.7757952556,29.6953120825,43.7051161886,50.0412291699,37.325997195,9.7708142937,56.4961339248,26.9708887412,13.6964104493,-0.0264418242,2.4117284402,6.2607715933,7.408533865,22.8431137535,9.9844009233,13.0459582607,14.2637636294,46.8423666835,33.9539739194,26.4694404558,19.3607997781,16.5270982323,11.4167601429,23.6755474517,11.8847373276,4.6450357864,12.7388934793,14.1522959317,15.6908377027,9.6171623768,36.8720962047,25.8124572277,26.5283358272,38.2305382571,53.7926074179,32.0822724349,34.8676396576,32.1278626808,25.0016001104
11.3258118906,15.7595996844,2.9100440851,0.6436991913,8.1421896002,8.8376804915,11.7577826082,1.5058546876,2.7952749397,19.0996376336,46.1733317149,15.7915248301,21.2168347149,16.2597797109,4.8642183692,14.2295961166,23.6924594103,52.9789963686,28.0099645158,17.2596400244,26.4944595255,22.8829124682,59.7812026046,84.9099123903,31.5619336408,43.0869386755,71.2584331092,63.8605075186,42.2690294978,28.1071715628,36.1963352764,34.0915101899,20.9255521698,0.5357334146,7.7982426441,15.3215606912,0.0488380782,15.5341052836,20.1326097551,4.3689408824,20.1436300606,11.9907743029,25.0744445595,31.5750632754,13.7416888656,13.1181327105,19.4170555631,17.0881282787,23.394849426,16.9281454463,13.480331092,17.7944238739,11.9909948453,13.5777895886,33.9512501652,23.6735085968,6.3861817989,33.2324352611,31.4242014452,29.828861128,12.1266479893,6.1674208238,80.6342845512,5.6778695879
18.6845316566,44.7143286704,1.1266899267,-2.5410475849,17.7713429263,12.2846005328,7.6167172438,22.2459932369,13.5509267061,6.7863421135,30.3394994849,11.2965782936,5.4179427533,-2.8914216077,14.8245031157,6.5779774022,51.3442928273,25.9757906979,35.8937856935,13.7854303594,13.8295711821,69.0779072184,49.1980541019,51.4505864087,10.2041781194,36.5315218764,36.8726674817,21.2265883971,30.8900431812,83.6006480713,16.5796525484,35.0179678718,23.4216006033,17.6457135228,12.1056070275,13.5141399652,15.6149147917,11.7273128574,24.6661202682,9.4465779669,8.2281567389,13.3566847244,17.506927191,36.6556088976,22.1139835108,27.5832579106,-2.8750095732,9.4419321326,31.3339576219,27.8751389565,14.4047940122,25.1594345795,19.7973191834,12.275537863,34.1637868672,25.2552510639,22.2384314315,10.9617205802,43.4194826917,45.6741161981,25.568844656,33.657567984,40.5698141017,37.1183625765
3.3184096737,8.1732484092,10.9256594995,4.0226658783,9.7803107924,6.500248798,8.7507848792,8.6115639259,12.4694069996,11.0047600671,16.8033475357,12.5684143635,23.5407098939,16.0994595896,24.2878190765,28.0992043203,32.9809736335,40.5080432315,-5.8318591218,27.6242434541,13.6972128526,34.5804187607,71.9305621902,57.0811408893,29.0813373951,15.70458897,35.9048554842,98.2998881648,17.2964644157,31.3780646194,29.4088592921,32.8751861693,22.4931277776,22.2025072966,1.2736554051,13.301117495,17.3104468585,26.2492746164,21.3217344551,13.666077365,5.894207126,19.7790597182,41.7886908379,21.3632428686,21.5272886039,12.2336189253,6.1433521444,19.7156580258,30.5477239393,16.4860439757,16.6612378046,16.4398147841,19.45703778,16.6475688152,16.1511576875,33.7292072043,24.5958423965,11.7043557249,35.382968963,34.7932886829,12.9292846501,30.7092713921,36.4415161475,12.9112947259
8.210877681,16.3088777483,15.2858607958,12.2952948706,4.4253740643,7.4954170112,18.850671795,12.7665575516,22.0203725639,-2.5270100758,8.5551018653,34.1936911654,3.1342540423,8.6618541488,31.9837063034,3.5693585434,35.6717738564,56.2918558154,17.8488831196,25.5522874899,11.5506940452,30.9268413108,45.3576792684,84.3028311509,34.2511986749,40.2662010122,56.0373656516,13.2585791661,29.8860626153,9.4324640874,17.5245596442,41.9113369002,67.9015427572,28.0007665086,2.2249874319,9.1113512112,13.3973039799,14.3458798313,15.7776875086,9.6016719049,8.9398245469,16.4611627346,25.0897307351,18.2956897604,14.1428895355,16.3533451564,23.5070665642,11.28361014,14.4106286873,20.7396335858,6.2872897257,20.7817063681,7.8615407503,6.7565822981,33.9211772223,4.0654501213,20.4811360853,14.2684070706,36.8623283329,18.3219701565,9.8335851417,27.5484540191,11.1762169399,25.1597887457
3.1072152353,4.8950125457,7.0605302925,8.6403657907,11.2318460401,20.9892613972,10.36116884,9.1392926308,15.4706560813,30.9692618453,16.5455408806,78.8088782805,13.2632752592,7.2239884482,23.9004116013,26.399283719,54.8377140976,45.3960204494,15.7239237756,31.9749013656,20.5779709728,28.7576629868,33.8380670807,31.1081361604,78.0785212712,18.7867859271,48.7620916118,48.0827595066,21.4363613767,31.9223736834,43.0955870295,12.7290036737,21.3656354555,13.1954227041,13.3155303241,21.8414498575,9.4909773096,9.4432982413,24.5701764332,19.5030323855,10.6270825877,14.2422256313,22.3875310845,20.4023103481,4.9224321377,15.7232496971,4.1239490604,4.9532424384,12.861131292,14.0917228279,24.6822689819,20.4156917231,4.7113564737,12.1386733302,10.4965042395,57.9335372723,32.0468942573,10.5089419835,15.1392941371,44.1249937095,5.6927244053,-0.345321854,37.7086467756,57.0641151153
